latency_s,history_s,n_seconds,accuracy,kappa,macro_f1,f1_W,f1_N1,f1_N2,f1_N3,f1_REM
295,65,194611,0.7610,0.6796,0.7086,0.8915,0.4305,0.7886,0.6942,0.7384
296,64,194611,0.7600,0.6782,0.7072,0.8910,0.4295,0.7876,0.6912,0.7369
297,63,194611,0.7585,0.6762,0.7053,0.8904,0.4263,0.7858,0.6887,0.7353
298,62,194611,0.7578,0.6753,0.7044,0.8903,0.4255,0.7852,0.6870,0.7339
299,61,194611,0.7564,0.6735,0.7030,0.8891,0.4223,0.7840,0.6870,0.7326
300,60,194611,0.7688,0.6902,0.7161,0.8993,0.4368,0.7981,0.7073,0.7392
301,59,194611,0.7693,0.6908,0.7166,0.8993,0.4386,0.7984,0.7076,0.7393
302,58,194611,0.7693,0.6907,0.7166,0.8992,0.4392,0.7988,0.7080,0.7378
303,57,194611,0.7697,0.6912,0.7168,0.8999,0.4402,0.7987,0.7073,0.7380
304,56,194611,0.7693,0.6908,0.7165,0.9000,0.4399,0.7979,0.7062,0.7383
305,55,194611,0.7687,0.6901,0.7157,0.8997,0.4400,0.7973,0.7051,0.7366
306,54,194611,0.7686,0.6900,0.7157,0.8993,0.4410,0.7976,0.7053,0.7354
307,53,194611,0.7683,0.6895,0.7153,0.8989,0.4389,0.7976,0.7067,0.7343
308,52,194611,0.7684,0.6897,0.7152,0.8997,0.4403,0.7975,0.7056,0.7329
309,51,194611,0.7670,0.6877,0.7136,0.8987,0.4363,0.7965,0.7048,0.7317
310,50,194611,0.7665,0.6871,0.7128,0.8985,0.4365,0.7963,0.7035,0.7295
311,49,194611,0.7657,0.6861,0.7118,0.8985,0.4358,0.7950,0.7020,0.7276
312,48,194611,0.7646,0.6845,0.7103,0.8981,0.4321,0.7943,0.7014,0.7256
313,47,194611,0.7635,0.6831,0.7093,0.8968,0.4305,0.7934,0.7008,0.7248
314,46,194611,0.7624,0.6816,0.7076,0.8965,0.4281,0.7923,0.6992,0.7221
315,45,194611,0.7604,0.6790,0.7055,0.8959,0.4249,0.7900,0.6969,0.7196
316,44,194611,0.7587,0.6767,0.7032,0.8948,0.4210,0.7890,0.6952,0.7162
317,43,194611,0.7574,0.6750,0.7017,0.8943,0.4208,0.7872,0.6920,0.7145
318,42,194611,0.7561,0.6734,0.7002,0.8937,0.4180,0.7860,0.6914,0.7121
319,41,194611,0.7542,0.6708,0.6981,0.8931,0.4145,0.7839,0.6900,0.7091
320,40,194611,0.7521,0.6681,0.6957,0.8920,0.4105,0.7817,0.6869,0.7072
321,39,194611,0.7509,0.6664,0.6941,0.8914,0.4107,0.7803,0.6844,0.7036
322,38,194611,0.7485,0.6632,0.6912,0.8903,0.4047,0.7779,0.6823,0.7007
323,37,194611,0.7458,0.6596,0.6880,0.8890,0.3992,0.7753,0.6795,0.6971
324,36,194611,0.7445,0.6578,0.6862,0.8885,0.3979,0.7739,0.6772,0.6938
325,35,194611,0.7419,0.6544,0.6829,0.8874,0.3932,0.7713,0.6724,0.6904
326,34,194611,0.7404,0.6524,0.6812,0.8868,0.3906,0.7698,0.6705,0.6883
327,33,194611,0.7382,0.6496,0.6785,0.8858,0.3864,0.7679,0.6672,0.6850
328,32,194611,0.7361,0.6468,0.6760,0.8846,0.3832,0.7660,0.6652,0.6809
329,31,194611,0.7341,0.6441,0.6737,0.8838,0.3813,0.7634,0.6627,0.6772
330,30,194611,0.7447,0.6584,0.6846,0.8955,0.3865,0.7748,0.6876,0.6786
331,29,194611,0.7443,0.6578,0.6843,0.8949,0.3865,0.7746,0.6891,0.6762
332,28,194611,0.7437,0.6571,0.6830,0.8952,0.3872,0.7743,0.6864,0.6721
333,27,194611,0.7429,0.6561,0.6821,0.8948,0.3865,0.7735,0.6864,0.6695
334,26,194611,0.7419,0.6549,0.6807,0.8956,0.3851,0.7714,0.6835,0.6680
335,25,194611,0.7394,0.6517,0.6781,0.8944,0.3812,0.7690,0.6834,0.6627
336,24,194611,0.7382,0.6501,0.6763,0.8938,0.3787,0.7684,0.6822,0.6586
337,23,194611,0.7364,0.6478,0.6742,0.8937,0.3781,0.7656,0.6787,0.6549
338,22,194611,0.7350,0.6460,0.6721,0.8932,0.3737,0.7648,0.6780,0.6507
339,21,194611,0.7332,0.6436,0.6701,0.8921,0.3726,0.7626,0.6761,0.6470
340,20,194611,0.7304,0.6400,0.6666,0.8914,0.3693,0.7593,0.6722,0.6411
341,19,194611,0.7279,0.6368,0.6636,0.8908,0.3656,0.7564,0.6698,0.6355
342,18,194611,0.7254,0.6337,0.6607,0.8900,0.3636,0.7539,0.6662,0.6300
343,17,194611,0.7217,0.6288,0.6569,0.8875,0.3584,0.7501,0.6632,0.6252
344,16,194611,0.7181,0.6243,0.6530,0.8859,0.3551,0.7461,0.6598,0.6180
345,15,194611,0.7133,0.6182,0.6475,0.8835,0.3501,0.7409,0.6536,0.6094
346,14,194611,0.7074,0.6106,0.6407,0.8807,0.3429,0.7343,0.6458,0.6000
347,13,194611,0.7025,0.6044,0.6357,0.8776,0.3397,0.7292,0.6395,0.5924
348,12,194611,0.6965,0.5969,0.6297,0.8736,0.3348,0.7234,0.6346,0.5820
349,11,194611,0.6904,0.5891,0.6223,0.8702,0.3262,0.7162,0.6263,0.5726
350,10,194611,0.6842,0.5811,0.6154,0.8671,0.3217,0.7085,0.6179,0.5620
351,9,194611,0.6756,0.5702,0.6063,0.8603,0.3131,0.6999,0.6088,0.5493
352,8,194611,0.6651,0.5573,0.5950,0.8544,0.2995,0.6881,0.5974,0.5355
353,7,194611,0.6541,0.5433,0.5825,0.8479,0.2870,0.6750,0.5834,0.5195
354,6,194611,0.6415,0.5275,0.5681,0.8401,0.2711,0.6599,0.5675,0.5020
355,5,194611,0.6260,0.5080,0.5524,0.8285,0.2616,0.6413,0.5482,0.4825
356,4,194611,0.6026,0.4794,0.5286,0.8134,0.2452,0.6112,0.5176,0.4556
357,3,194611,0.5806,0.4511,0.5060,0.7917,0.2261,0.5885,0.4991,0.4244
358,2,194611,0.5407,0.4009,0.4663,0.7511,0.2092,0.5460,0.4487,0.3766
359,1,194611,0.4687,0.3120,0.4043,0.6590,0.1868,0.4878,0.3795,0.3083
